,Unnamed: 0,id,thread_number,timestamp,text,retweets,likes,replies,url,full_text
234,234,985254614197940224,Thread 14,1523737979,"This talk is focusing on Ann Clayborne, inadvertent founder of Reds anti-terraforming movement in the KSR books. WhÃ¢?Â¦ https://t.co/zg1Bt40df1",0,1,1,https://t.co/zg1Bt40df1,"This talk is focusing on Ann Clayborne, inadvertent founder of Reds anti-terraforming movement in the KSR books. What exactly ARE her views/arguments? They are never stated directly in the book."
235,235,985254615762354176,Thread 14,1523737980,"We are (for this argument) assuming no indigenous Mars life, so any obligations are toward Mars itself &amp; the non-liÃ¢?Â¦ https://t.co/9jiKSKBv5V",0,1,1,https://t.co/9jiKSKBv5V,Can understanding her arguments help us formulate our own arguments about/against terraforming? It seems like Ann is groping for ideas that remain poorly grasped.
236,236,985254615049318400,Thread 14,1523737980,Can understanding her arguments help us formulate our own arguments about/against terraforming? It seems like Ann iÃ¢?Â¦ https://t.co/RMAv3LQYY3,0,1,1,https://t.co/RMAv3LQYY3,"We are (for this argument) assuming no indigenous Mars life, so any obligations are toward Mars itself & the non-living features. We are pro-spacegoing, but difference between ""boldly go"" and ""boldly terraform"" (learn vs transform)"
237,237,985255284498055168,Thread 14,1523738139,"Some illustrative Clayborne quotes from Red Mars. ""Unique geology and chemistry... the land has to be thoroughly stÃ¢?Â¦ https://t.co/Ykiy4fzbsU",0,2,1,https://t.co/Ykiy4fzbsU,"Some illustrative Clayborne quotes from Red Mars. ""Unique geology and chemistry... the land has to be thoroughly studied before we can start changing it."" ""Mars is its own place."" ""You can't just wipe out a 3-billion-year-old planetary surface"" ..."
238,238,985255285232099328,Thread 14,1523738139,"...""[after terraforming it] we'll wonder why, when we look at the land, we can never see anyting but our own faces.Ã¢?Â¦ https://t.co/aAnk5lTW8t",0,4,1,https://t.co/aAnk5lTW8t,"...""[after terraforming it] we'll wonder why, when we look at the land, we can never see anyting but our own faces."" ""Being the consciousness of the universe does not mean turning it all into a mirror image of us."""
239,239,985255650199453696,Thread 14,1523738226,Five themes: 1. Scientific &amp; aesthetic reasons not to terraform. 2. History of mars (age &amp; processes) have value. 3Ã¢?Â¦ https://t.co/J7BjL8oNd0,0,4,1,https://t.co/J7BjL8oNd0,Five themes: 1. Scientific & aesthetic reasons not to terraform. 2. History of mars (age & processes) have value. 3. Mars is independent of humans. 4. Mars shouldn't be turned into human artifact. 5. We need consistent environmental ethic across planets.
240,240,985255651067572224,Thread 14,1523738227,"Theme1: Scientific/aesthetic. These are anthropocentric reasons, so (while good) are insufficient - they have to coÃ¢?Â¦ https://t.co/7qCcj18TFs",0,1,1,https://t.co/7qCcj18TFs,"Theme1: Scientific/aesthetic. These are anthropocentric reasons, so (while good) are insufficient - they have to compete against other anthropocentric considerations."
241,241,985256111279226880,Thread 14,1523738336,But which historical processes/entities have value? Wilderness is about valuing ecological mechanisms that maintainÃ¢?Â¦ https://t.co/OFHbmgGzBD,0,1,1,https://t.co/OFHbmgGzBD,Theme2: History Has Value. Origins of objects are part of their explanations - including wilderness' causal continuity with the past. (Argument prev used to compare natural areas to art.)
242,242,985256110381674498,Thread 14,1523738336,Theme2: History Has Value. Origins of objects are part of their explanations - including wilderness' causal continuÃ¢?Â¦ https://t.co/zkSnaku9Ez,0,1,1,https://t.co/zkSnaku9Ez,But which historical processes/entities have value? Wilderness is about valuing ecological mechanisms that maintain landscape. Naturalness (unmodified by humans) is one factor in determining environmental value. We value forest/river b/c they represent world outside our dominion.
243,243,985256496148574208,Thread 14,1523738428,"Autonomy: if an entity's existing/functioning is independent of us, then we should recognize it also has value independent on us.",0,1,1,,"Theme3: Mars independent of us (not for/because of us). Similar theme from philosophy: Non-Teleology. We value humans for independent (non-instrumental) existence, so for consistency, we should value non-human entities w/ independent existence."
244,244,985256495397855232,Thread 14,1523738428,Theme3: Mars independent of us (not for/because of us). Similar theme from philosophy: Non-Teleology. We value humaÃ¢?Â¦ https://t.co/yTbYtI2yse,0,1,1,https://t.co/yTbYtI2yse,"Autonomy: if an entity's existing/functioning is independent of us, then we should recognize it also has value independent on us."
245,245,985256708925566976,Thread 14,1523738479,"Theme4 (no mirror image/artifact): Follows from themes 2+3, because terraforming would destroy its causal continuitÃ¢?Â¦ https://t.co/ma0HiECVvN",0,1,1,https://t.co/ma0HiECVvN,"Theme4 (no mirror image/artifact): Follows from themes 2+3, because terraforming would destroy its causal continuity with the processes that created it. We'd also destroy its autonomy (exists for self, not dependent on us)."
246,246,985256917873209345,Thread 14,1523738529,"Theme5 (consistent environmental ethic): Builds on last 4 themes, plus Aldo Leopold's Land Ethic: interdependence oÃ¢?Â¦ https://t.co/5o4lSxBNYM",0,1,1,https://t.co/5o4lSxBNYM,"Theme5 (consistent environmental ethic): Builds on last 4 themes, plus Aldo Leopold's Land Ethic: interdependence of biotic & abiotic elements. Buuuut, hard to apply that to an abiotic Mars."
247,247,985257681882525697,Thread 14,1523738711,But some of this Leopold fella's ideas apply. Conquerer role (colonialism) causes bad shit. Soil/water/etc should nÃ¢?Â¦ https://t.co/mBk7l6Z1P4,0,2,1,https://t.co/mBk7l6Z1P4,"But some of this Leopold fella's ideas apply. Conquerer role (colonialism) causes bad shit. Soil/water/etc should not be seen as ""resources"" but as entities with right to continuous existence. On what basis should Mars be considered our resource?"
248,248,985257682624921600,Thread 14,1523738711,So add that last bit to our initial list of values: 6. Rejection of Conquerer Role and the attitude that casts non-Ã¢?Â¦ https://t.co/QvtwknO9uJ,0,1,1,https://t.co/QvtwknO9uJ,"So add that last bit to our initial list of values: 6. Rejection of Conquerer Role and the attitude that casts non-human entities as human ""resources.""
Is this defensible? Great question! This talk was just here to define the position."
249,249,986240442399256576,Thread 14,1523973019,@threadreaderapp unroll,0,0,1,,unroll
250,250,985910452839329792,Thread 15,1523894343,1/ NEW INVESTIGATION: Former Tesla safety experts say production demands often trumped safety at the car companyÃ¢??sÃ¢?Â¦ https://t.co/s4Q92by3cr,75,97,13,https://t.co/s4Q92by3cr,"1/
NEW INVESTIGATION: Former Tesla safety experts say production demands often trumped safety at the car company’s factory. Here’s what reporters
@willCIR
and
@alyssajperry
dug up:
revealnews.org/article/tesla-…"
251,251,985910454256939008,Thread 15,1523894344,"2/ Tesla, led by Elon Musk, is worth about $50 billion. It employs around 10,000 workers in Fremont, California. https://t.co/3B312O4Mii",1,6,1,https://t.co/3B312O4Mii,"2/
Tesla, led by Elon Musk, is worth about $50 billion. It employs around 10,000 workers in Fremont, California."
252,252,985910456979042304,Thread 15,1523894344,"3/ Under fire for mounting injuries, Tesla recently touted a sharp drop in its injury rate for 2017, which it saysÃ¢?Â¦ https://t.co/cAYQaK6jxm",2,5,1,https://t.co/cAYQaK6jxm,"3/
Under fire for mounting injuries, Tesla recently touted a sharp drop in its injury rate for 2017, which it says came down to meet the auto industry average of about 6.2 injuries per 100 workers."
253,253,985910465367691264,Thread 15,1523894346,"5/ HereÃ¢??s how it works: Employers are required by law to log workplace injuries that result in job restrictions, tiÃ¢?Â¦ https://t.co/wK0aKTb8GN",3,8,1,https://t.co/wK0aKTb8GN,"4/
But as
@willCIR
and
@KQED
’s
@alyssajperry
found, things are not always as they seem at Tesla.
In fact, their reporting shows that Tesla has failed to properly count worker injuries, which makes their stats look better than they actually are."
254,254,985910464637911040,Thread 15,1523894346,"4/ But as @willCIR and @KQEDÃ¢??s @alyssajperry found, things are not always as they seem at Tesla. 

In fact, their rÃ¢?Â¦ https://t.co/psB4n84u5G",3,7,1,https://t.co/psB4n84u5G,"5/
Here’s how it works: Employers are required by law to log workplace injuries that result in job restrictions, time off or medical treatment. Logging is not required if the employee’s injury is classified as a personal medical issue or a minor incident requiring only first aid."
255,255,985910468991582208,Thread 15,1523894347,7/ How could this happen? Former Tesla safety personnel say thereÃ¢??s a fundamental problem there. https://t.co/5CTo8Zecbu,4,8,1,https://t.co/5CTo8Zecbu,"6/
Which leads to cases such as Tarik Logan’s ..."
256,256,985910466227523584,Thread 15,1523894347,6/ Which leads to cases such as Tarik LoganÃ¢??s ... https://t.co/qLv8cuP6Ht,1,10,1,https://t.co/qLv8cuP6Ht,"7/
How could this happen? Former Tesla safety personnel say there’s a fundamental problem there."
257,257,985910471537573888,Thread 15,1523894348,8/ Another part of the companyÃ¢??s culture that frustrated White? CEO Elon MuskÃ¢??s purported distaste for the color yeÃ¢?Â¦ https://t.co/LQryYuDJXP,4,12,2,https://t.co/LQryYuDJXP,"8/
Another part of the company’s culture that frustrated White? CEO Elon Musk’s purported distaste for the color yellow."
258,258,985910474037342208,Thread 15,1523894348,"9/ Other safety-related things Elon Musk reportedly didnÃ¢??t like, either:
*Too many signs on the factory floor.
*TheÃ¢?Â¦ https://t.co/DkFaNECiYQ",3,11,2,https://t.co/DkFaNECiYQ,"9/
Other safety-related things Elon Musk reportedly didn’t like, either:
*Too many signs on the factory floor.
*The beeping sounds forklifts make when they back up.
10/
Few dared confront Musk about these issues, though. Why? They were afraid to."
259,259,985910477162037249,Thread 15,1523894349,"11/ We brought all this stuff to Tesla for comment. In response, Chief People Officer Gaby Toledano questioned the motives of our sources.",1,9,1,,"11/
We brought all this stuff to Tesla for comment. In response, Chief People Officer Gaby Toledano questioned the motives of our sources."
260,260,985910478013517824,Thread 15,1523894349,12/ Tesla said it records injuries accurately. They also point to an internal survey that they say found 82% of empÃ¢?Â¦ https://t.co/lqMhi7TdIx,1,7,1,https://t.co/lqMhi7TdIx,"12/
Tesla said it records injuries accurately. They also point to an internal survey that they say found 82% of employees believe the company is committed to their health, safety and wellbeing."
261,261,985910481465425926,Thread 15,1523894350,"13/ SICK BURN, TESLA!!! 

But quick question ... How many extremist orgs are this well-decorated for their independÃ¢?Â¦ https://t.co/rw1Fg3H6nT",8,68,3,https://t.co/rw1Fg3H6nT,"12/
Right before this story was published, Tesla issued a fiery statement that accused us of being an “extremist organization.” 👇👇"
262,262,985910479011762176,Thread 15,1523894350,"12/ Right before this story was published, Tesla issued a fiery statement that accused us of being an Ã¢??extremist orÃ¢?Â¦ https://t.co/q1OxTetijo",6,28,10,https://t.co/q1OxTetijo,"13/
SICK BURN, TESLA!!!
But quick question ... How many extremist orgs are this well-decorated for their independent, nonprofit journalism?"
263,263,985910484313362432,Thread 15,1523894351,14/ Whoops! Left a few out. They didnÃ¢??t all fit in that first tweet. https://t.co/nyi0MqS8E5,2,20,1,https://t.co/nyi0MqS8E5,"14/
Whoops! Left a few out. They didn’t all fit in that first tweet."
264,264,985910487383654401,Thread 15,1523894352,"15/ This story is but one in an ongoing look at workers and power in Silicon Valley. 

Hear this weekÃ¢??s hourlong epÃ¢?Â¦ https://t.co/0cFz5yrPv5",1,16,1,https://t.co/0cFz5yrPv5,"15/
This story is but one in an ongoing look at workers and power in Silicon Valley.
Hear this week’s hourlong episode:
revealnews.org/episodes/tesla…"
265,265,985910488386060288,Thread 15,1523894352,"16/ And if you liked this story, be sure to sign up for The Weekly Reveal newsletter: https://t.co/y5B7mmuzcm",0,8,1,https://t.co/y5B7mmuzcm,"16/
And if you liked this story, be sure to sign up for The Weekly Reveal newsletter:
revealnews.org/newsletter"
266,266,997892198871027712,Thread 16,1526751014,"#Breaking BADABOUM thermonuclÃÂ©aire. Au printemps 2016, #Trump Jr a reÃÂ§u des propositions d'aide pour la campagne deÃ¢?Â¦ https://t.co/laNigFFOGv",180,147,12,https://t.co/laNigFFOGv,"#Breaking
BADABOUM thermonucléaire. Au printemps 2016,
#Trump
Jr a reçu des propositions d'aide pour la campagne de son père des Émirats, d'Arabie saoudite et d'1 compagnie israélienne spécialiste de la manipulation des réseaux sociaux. Il a dit oui.
#Mueller
le sait. Game changer
External Tweet loading...
If nothing shows, it may have been deleted
by @nytimes
view original on Twitter"
267,267,998191165894807552,Thread 16,1526822294,2) #Breaking #Trump commence bien sÃÂ»r sa journÃÂ©e en rÃÂ©pondant au scoop du @nytimes d'hier qui lui pose 1 ÃÂ©norme proÃ¢?Â¦ https://t.co/e3CyMKEUMW,8,11,1,https://t.co/e3CyMKEUMW,"2)
#Breaking
#Trump
commence bien sûr sa journée en répondant au scoop du
@nytimes
d'hier qui lui pose 1 énorme problème (car il compromet encore un peu plus son fils). SON argument: comme
#Mueller
n'a rien trouvé sur la
#Russie
, il cherche n'importe quoi.
External Tweet loading...
If nothing shows, it may have been deleted
by @realDonaldTrump
view original on Twitter"
268,268,998191645698019328,Thread 16,1526822408,"3) Sur la mÃÂ©thode, c'est trÃÂ¨s intÃÂ©ressant car hier, immÃÂ©diatement depuis la publication du @nytimes, on a vu des miÃ¢?Â¦ https://t.co/tiloQwc1ht",6,10,2,https://t.co/tiloQwc1ht,"3)
Sur la méthode, c'est très intéressant car hier, immédiatement depuis la publication du
@nytimes
, on a vu des milliers de comptes pro-
#Trump
""rôder"" et diffuser cet argument:
#Mueller
n'a rien trouvé sur la
#Russie
, alors il va chercher Arabie Saoudite, EAU et Israël..."
269,269,998192128294518785,Thread 16,1526822523,4) Le problÃÂ¨me de la rÃÂ©ponse de #Trump et de ses partisans sur rÃÂ©seaux sociaux (dont il serait intÃÂ©ressant de connaÃ¢?Â¦ https://t.co/hzRpd3eAAr,7,18,2,https://t.co/hzRpd3eAAr,"4)
Le problème de la réponse de
#Trump
et de ses partisans sur réseaux sociaux (dont il serait intéressant de connaître l'origine) est qu'elle omet justement la force du
#breaking
du
@nytimes
:
#Mueller
n'envisage pas 1 collusion DIFFERENTE de celle avec la
#Russie
mais liée..."
270,270,998193084537212928,Thread 16,1526822751,"5) Car- 1er point- la rencontre d'aoÃÂ»t 2016 entre #Trump Jr, Nader ÃÂ©missaire de l'Arabie saoudite et des EAU et duÃ¢?Â¦ https://t.co/lwZnQ9Y6AH",6,11,2,https://t.co/lwZnQ9Y6AH,"5)
Car- 1er point- la rencontre d'août 2016 entre
#Trump
Jr, Nader émissaire de l'Arabie saoudite et des EAU et du patron de la firme israélienne est mise sur pied par Erik Prince, fondateur de la firme de sécurité privée Blackwater (et par ailleurs frère de la ministre DeVos)..."
271,271,998194102163398656,Thread 16,1526822994,"6) Or, pourquoi Erik Prince ÃÂ©tait-il dÃÂ©jÃÂ  sur les""ÃÂ©crans""des enquÃÂªtes sur la collusion avec la #Russie? Parce qu'enÃ¢?Â¦ https://t.co/oakmJxp8UD",4,13,1,https://t.co/oakmJxp8UD,"6)
Or, pourquoi Erik Prince était-il déjà sur les""écrans""des enquêtes sur la collusion avec la
#Russie
? Parce qu'en janvier 2017, 1 fois
#Trump
élu, il rencontre aux Seychelles Dmitriev, 1 hedge funder très proche de
#Poutine
...à l'initiative du prince des Emirats MBZ...
#hasard"
272,272,998194932891508738,Thread 16,1526823192,7) Version officielle de #Prince lors de son audition par le comitÃÂ© du renseignement de la Chambre: rencontre fortuÃ¢?Â¦ https://t.co/RMN6hpiSGT,7,15,1,https://t.co/RMN6hpiSGT,"7)
Version officielle de
#Prince
lors de son audition par le comité du renseignement de la Chambre: rencontre fortuite avec Dmitriev, via des clients émiratis.Version découverte par
#Mueller
: mise au point d'1 canal secret de com' entre
#Trump
et
#Poutine
.
vox.com/2018/3/10/1709…"
273,273,998195579695042560,Thread 16,1526823346,8) #Prince ÃÂ©tait donc dÃÂ©jÃÂ  soupÃÂ§onnÃÂ© de parjure lors de son tÃÂ©moignage au CongrÃÂ¨s. Mais avec le #breaking duÃ¢?Â¦ https://t.co/lJbpWUiKvm,6,18,2,https://t.co/lJbpWUiKvm,"8)
#Prince
était donc déjà soupçonné de parjure lors de son témoignage au Congrès. Mais avec le
#breaking
du
@nytimes
d'hier, le parjure devient évident car
#Prince
n'a JAMAIS mentionné la rencontre montée en août 2016 pour
#Trump
...
politico.com/story/2018/05/…"
274,274,998204740499574784,Thread 16,1526825530,9) 2e point du #breaking majeur du @nytimes qui contredit la logorrhÃÂ©e actuelle de tweets de #Trump (il en est ÃÂ  7Ã¢?Â¦ https://t.co/keSs96HGav,5,15,1,https://t.co/keSs96HGav,"9)
2e point du
#breaking
majeur du
@nytimes
qui contredit la logorrhée actuelle de tweets de
#Trump
(il en est à 7 en 1 heure): le rôle de son fils Donald Jr dans cette réunion d'août 2016...qui redouble EXACTEMENT son rôle face aux émissaires russes 2 mois plus tôt en juin 2016."
275,275,998205551988346881,Thread 16,1526825724,"10) Quand #Trump Jr a son entrevue du 9 juin 2016 avec l'avocate russe Veselnitskaya, dont il est ÃÂ©tabli qu'elle esÃ¢?Â¦ https://t.co/ksIDMMLsxh",5,13,1,https://t.co/ksIDMMLsxh,"10)
Quand
#Trump
Jr a son entrevue du 9 juin 2016 avec l'avocate russe Veselnitskaya, dont il est établi qu'elle est 1 informatrice habituelle du procureur général de Russie Chaika, il y est attiré par la promesse d'infos compromettantes sur
#Clinton
fournie par la
#Russie
..."
276,276,998206914185048064,Thread 16,1526826048,"11) #Trump Jr, aprÃÂ¨s avoir cachÃÂ© cette entrevue du 9 juin 2016 puis affirmÃÂ© qu'elle ÃÂ©tait sur l'adoption, a ÃÂ©tÃÂ© traÃ¢?Â¦ https://t.co/4cpRNDoDZW",3,11,1,https://t.co/4cpRNDoDZW,"11)
#Trump
Jr, après avoir caché cette entrevue du 9 juin 2016 puis affirmé qu'elle était sur l'adoption, a été trahi par ses courriels où on l'informait de la volonté de la
#Russie
d'aider la campagne de son père. MAIS défense: il n'y avait finalement pas eu d'infos utiles..."
277,277,998207524485640192,Thread 16,1526826194,"12) #Trump Jr dÃÂ©fendit lors de son audition au SÃÂ©nat que la rÃÂ©union avec Veselnitskaya fut dÃÂ©cevante, qu'elle n'avaÃ¢?Â¦ https://t.co/fJUkpXlVjU",2,10,1,https://t.co/fJUkpXlVjU,"12)
#Trump
Jr défendit lors de son audition au Sénat que la réunion avec Veselnitskaya fut décevante, qu'elle n'avait finalement aucune info intéressante et qu'il n'y avait eu aucune suite. Soit. Mais 2 mois plus tard il accepte donc 1 nouvelle entrevue pour de l'aide étrangère."
278,278,998208064674201601,Thread 16,1526826323,13) Ce qui est terrible pour #Trump Jr (et donc son pÃÂ¨re) est que le #breaking d'hier du @nytimes ÃÂ©tablit d'1 partÃ¢?Â¦ https://t.co/JL5O07cSXZ,5,14,1,https://t.co/JL5O07cSXZ,"13)
Ce qui est terrible pour
#Trump
Jr (et donc son père) est que le
#breaking
d'hier du
@nytimes
établit d'1 part 1 campagne ouverte à toute aide étrangère pour s'en sortir et d'autre part rend la défense""Oui mais c'était qu'1 fois par hasard avec la
#Russie
"" intenable..."
279,279,998208917166608384,Thread 16,1526826526,"14) Autre ÃÂ©norme problÃÂ¨me pour #Trump pÃÂ¨re et fils, il faut le rappeler...ces interventions ÃÂ©trangÃÂ¨res dans 1 campaÃ¢?Â¦ https://t.co/1kna0WjXgw",8,13,2,https://t.co/1kna0WjXgw,"14)
Autre énorme problème pour
#Trump
père et fils, il faut le rappeler...ces interventions étrangères dans 1 campagne fédérale sont RIGOUREUSEMENT illégales.
#Alire
cette note de la commission électorale fédérale US.
fec.gov/updates/foreig…"
280,280,998209454876319745,Thread 16,1526826654,"15) 3e point dÃÂ©cisif du #breaking du @nytimes d'hier, expliquant ÃÂ  mon avis la fureur incontrÃÂ´lÃÂ©e de #Trump ce matiÃ¢?Â¦ https://t.co/79G1YfpIxH",4,10,1,https://t.co/79G1YfpIxH,"15)
3e point décisif du
#breaking
du
@nytimes
d'hier, expliquant à mon avis la fureur incontrôlée de
#Trump
ce matin. Pour l'entrevue de juin 2016 avec les Russes, pour l'instant, Trump Jr, Kushner et Manafort sont sur la même ligne. Pour celle d'août, Nader coopère avec
#Mueller"
281,281,998210072856719360,Thread 16,1526826801,16) L'ÃÂ©missaire des Emirats et de l'Arabie Saoudite lors de cette rencontre d'aoÃÂ»t 2016 Nader a en effet ÃÂ©tÃÂ© retourÃ¢?Â¦ https://t.co/rGvWOrkmHA,4,15,1,https://t.co/rGvWOrkmHA,"16)
L'émissaire des Emirats et de l'Arabie Saoudite lors de cette rencontre d'août 2016 Nader a en effet été retourné par
#Mueller
il y a environ 3 mois et le procureur spécial sait donc tout de ce qui s'est dit ou pas lors de la réunion d'août avec
#Trump
Jr...."
282,282,998210735955169280,Thread 16,1526826959,"17) Et devinez quoi? Ce #Nader, conseiller d'influence des princes ÃÂ©mirati et saoudien MBZ et MBS a pour partenaireÃ¢?Â¦ https://t.co/oQFcrD8VEg",6,16,2,https://t.co/oQFcrD8VEg,"17)
Et devinez quoi? Ce
#Nader
, conseiller d'influence des princes émirati et saoudien MBZ et MBS a pour partenaire d'affaire régulier...
#Dmitriev
le proche de
#Poutine
rencontré par
#Prince
aux Seychelles...
nytimes.com/2018/04/04/us/…"
283,283,998211434315243520,Thread 16,1526827126,"18) Bref, contrairement ÃÂ  ce que dit #Trump, le #breaking du @nytimes qui s'appuie de toute ÃÂ©vidence sur les confesÃ¢?Â¦ https://t.co/hN5J6Ofwsw",10,31,2,https://t.co/hN5J6Ofwsw,"18)
Bref, contrairement à ce que dit
#Trump
, le
#breaking
du
@nytimes
qui s'appuie de toute évidence sur les confessions de
#Nader
à
#Mueller
, a TOUT à voir avec l'éventuelle collusion russe, qui serait directement superposée à celle avec l'Arabie Saoudite et les Emirats..."
284,284,953821026684735488,Thread 17,1516243628,"1) The Faces of the 2017 Fake News Awards!
#FakeNewsAwards https://t.co/YcZ1z8DsA5",403,730,31,https://t.co/YcZ1z8DsA5,"1)
The Faces of the 2017 Fake News Awards!
#FakeNewsAwards"
285,285,953821909329866758,Thread 17,1516243838,2) President Trump finally released The Highly Anticipated 2017 Fake News Awards https://t.co/Vx4AqJRXKX,124,266,8,https://t.co/Vx4AqJRXKX,"2)
President Trump finally released The Highly Anticipated 2017 Fake News Awards
gop.com/the-highly-ant…"
286,286,953826013531734016,Thread 17,1516244817,3) There are many faces of #FakeNews news. The most well known faces being those on news networks and social media.Ã¢?Â¦ https://t.co/73kKoOTB8b,179,323,15,https://t.co/73kKoOTB8b,"3)
There are many faces of
#FakeNews
news. The most well known faces being those on news networks and social media. They are the pushers. Here are the pushers at CNN."
287,287,953827866579435521,Thread 17,1516245259,4) The lesser known faces of #FakeNews are the journalists who originate the stories that are pushed by all the netÃ¢?Â¦ https://t.co/Otr5LXt4kl,95,215,5,https://t.co/Otr5LXt4kl,"4)
The lesser known faces of
#FakeNews
are the journalists who originate the stories that are pushed by all the networks. They generate an article and then all of a sudden it is on every news network and all their platforms. You know the drill."
288,288,953829908593152006,Thread 17,1516245746,5) The 2017 #FakeNewsAwards listed 10 LOSERS.  I decided to go down the list and reveal the faces of the hacks whoÃ¢?Â¦ https://t.co/ucB55rqPpd,104,213,4,https://t.co/ucB55rqPpd,"5)
The 2017
#FakeNewsAwards
listed 10 LOSERS. I decided to go down the list and reveal the faces of the hacks who originated the stories that were pushed non stop by the pushers."
289,289,953831069744279554,Thread 17,1516246023,"6) 1. Paul Krugman New York Times @paulkrugman 
Archived link (no clicks for NYT) to his award winning quote&gt;Ã¢?Â¦ https://t.co/08XufKKTU0",231,361,26,https://t.co/08XufKKTU0,"6)
1. Paul Krugman New York Times
@paulkrugman
Archived link (no clicks for NYT) to his award winning quote>
archive.is/eegQV"
290,290,953832782651953157,Thread 17,1516246431,"7) 2. Brian Ross ABC @BrianRoss
Brian used an ""unnamed source"" for his on-air award winning whopper that crashed thÃ¢?Â¦ https://t.co/yVhsleJ1K5",188,297,8,https://t.co/yVhsleJ1K5,"7)
2. Brian Ross ABC
@BrianRoss
Brian used an ""unnamed source"" for his on-air award winning whopper that crashed the stock market. He is his own originator. A double threat kinda guy!"
291,291,953834438592524288,Thread 17,1516246826,"8) 3. Manu Raju CNN @mkraju
He posts his articles online also goes on TV to push them. His specialty is getting leaÃ¢?Â¦ https://t.co/LzisCgp2Sn",168,262,9,https://t.co/LzisCgp2Sn,"8)
3. Manu Raju CNN
@mkraju
He posts his articles online also goes on TV to push them. His specialty is getting leaks from democrats in Congress like Adam Schiff, who deserves an honorable mention for this award. Click here>
External Tweet loading...
If nothing shows, it may have been deleted
by @DaveNYviii
view original on Twitter"
292,292,953836421609029632,Thread 17,1516247298,"9) 4. Zeke Miller Time @ZekeJMiller 
This guy apologized profusely over his MLK bust ""mistake"". The apology was burÃ¢?Â¦ https://t.co/XERnW3aGIz",154,227,5,https://t.co/XERnW3aGIz,"9)
4. Zeke Miller Time
@ZekeJMiller
This guy apologized profusely over his MLK bust ""mistake"". The apology was buried of course. Standard MO. Issue fake story maybe apologize, maybe retract, maybe correct. Doesn't matter. The story was already beaten to death."
293,293,953840784184356865,Thread 17,1516248339,"10) 5. Dave Weigel WaPo @daveweigel 
This handsome devil is the fake Trump Rally photo tweet guy.  Gotta give thisÃ¢?Â¦ https://t.co/gUFie0kwRh",202,307,12,https://t.co/gUFie0kwRh,"10)
5. Dave Weigel WaPo
@daveweigel
This handsome devil is the fake Trump Rally photo tweet guy. Gotta give this charmer credit for making the list without writing an article. He deleted the tweet but it was of course too late.
External Tweet loading...
If nothing shows, it may have been deleted
by @realDonaldTrump
view original on Twitter
#FakeNewsAwards"
294,294,953843512688209921,Thread 17,1516248989,"11) 6. Veronica Rocha CNN @VeronicaRochaLA
Fish Girl's hit job used selective video editing of Trump and his pal AbÃ¢?Â¦ https://t.co/AlH2DhgVTs",213,314,14,https://t.co/AlH2DhgVTs,"11)
6. Veronica Rocha CNN
@VeronicaRochaLA
Fish Girl's hit job used selective video editing of Trump and his pal Abe feeding fish in Japan. It made the rounds worldwide almost causing an international incident.
#FakeNewsAwards
Fox article>
foxnews.com/entertainment/…"
295,295,953845227772620800,Thread 17,1516249398,"12) 7. Thomas Frank CNN @ByTomFrank
Thomas made the list with his concocted hit job on Mooch that got himself and tÃ¢?Â¦ https://t.co/pe4eDOspgQ",110,173,2,https://t.co/pe4eDOspgQ,"12)
7. Thomas Frank CNN
@ByTomFrank
Thomas made the list with his concocted hit job on Mooch that got himself and two editors fired. He sometimes went on TV to push his garbage. He is at buzzpuke now.
Good recap of the fallout>
washingtonexaminer.com/three-cnn-staf…"
296,296,953847076592463872,Thread 17,1516249839,"13) 8. Chris Riotta  Newsweak @chrisriotta
A real bottom feeder. Gossip columnist tier. He's the kind of guy that wÃ¢?Â¦ https://t.co/lZs5zi99Sw",134,210,7,https://t.co/lZs5zi99Sw,"13)
8. Chris Riotta Newsweak
@chrisriotta
A real bottom feeder. Gossip columnist tier. He's the kind of guy that will do anything without remorse because he has no credibility to lose. He happily made the list with his phony handshake snub story.
#FakeNewsAwards"
297,297,953848055656275968,Thread 17,1516250072,"14) 9. Anderson Cooper CNN @andersoncooper
Another on-air hit job citing ""sources"". Who needs a written source whenÃ¢?Â¦ https://t.co/s4c9Uk6Tqz",199,306,17,https://t.co/s4c9Uk6Tqz,"14)
9. Anderson Cooper CNN
@andersoncooper
Another on-air hit job citing ""sources"". Who needs a written source when you can just make one up in thin air? Not Andy!
#FakeNewsAwards"
298,298,953849213204488198,Thread 17,1516250348,"15) 10. Lisa Friedman NYT @LFFriedman
Global warming climate change zealot who got buried by the NYT.  You know it'Ã¢?Â¦ https://t.co/RR2nQtASMj",101,148,5,https://t.co/RR2nQtASMj,"15)
10. Lisa Friedman NYT
@LFFriedman
Global warming climate change zealot who got buried by the NYT. You know it's bad when WaPo buries you. Here is the archived Wapo refutation>
archive.is/u92tg#selectio…"
299,299,953852400305082368,Thread 17,1516251108,"16) 11. THE RUSSIAN HOAX  #SteeleDossier
The biggest fake news story of them all!  This insidious fabrication is thÃ¢?Â¦ https://t.co/vvjupjEc3Z",181,274,15,https://t.co/vvjupjEc3Z,"16)
11. THE RUSSIAN HOAX
#SteeleDossier
The biggest fake news story of them all! This insidious fabrication is the product of a politically weaponized DOJ and FBI, used to try to unseat a duly elected President in an attempt to thwart the will of The People.
#FakeNewsAwards"
